Testing SD card write operations: 2022-07-06 11:47:15
2022-07-06 12:44:25: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-35}
2022-07-06 12:44:25: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-92}
2022-07-06 12:44:26: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-34}
2022-07-06 12:44:26: {'ssid':'iPhone de Etienne', 'bssid':b'>\xc5\xb26\x081', 'sec':3, 'channel':6, 'rssi':-92}
2022-07-06 12:44:28: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:44:30: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-06 12:44:30: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-85}
2022-07-06 12:44:30: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-87}
2022-07-06 12:44:32: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-06 12:44:34: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-84}
2022-07-06 12:44:36: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-83}
2022-07-06 12:44:38: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-43}
2022-07-06 12:44:38: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-88}
2022-07-06 12:44:39: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-34}
2022-07-06 12:44:39: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-85}
2022-07-06 12:44:39: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:44:39: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-86}
2022-07-06 12:44:41: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-06 12:44:41: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-85}
2022-07-06 12:44:41: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-87}
2022-07-06 12:44:43: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-39}
2022-07-06 12:44:43: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-82}
2022-07-06 12:44:45: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-87}
2022-07-06 12:44:47: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-36}
2022-07-06 12:44:52: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-29}
2022-07-06 12:44:54: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-29}
2022-07-06 12:44:54: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-91}
2022-07-06 12:44:56: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:44:56: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-87}
2022-07-06 12:44:56: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-88}
2022-07-06 12:44:56: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-89}
2022-07-06 12:44:58: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-06 12:44:58: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-90}
2022-07-06 12:44:58: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-90}
2022-07-06 12:45:00: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-30}
2022-07-06 12:45:00: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:45:02: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-39}
2022-07-06 12:45:04: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-20}
2022-07-06 12:45:07: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-06 12:45:07: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-87}
2022-07-06 12:45:09: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-37}
2022-07-06 12:45:11: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:45:11: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-84}
2022-07-06 12:45:11: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-84}
2022-07-06 12:45:11: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-87}
2022-07-06 12:45:13: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-06 12:45:15: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-84}
2022-07-06 12:45:17: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:45:17: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-82}
2022-07-06 12:45:17: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-83}
2022-07-06 12:45:17: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-84}
2022-07-06 12:45:17: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-93}
2022-07-06 12:45:19: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-30}
2022-07-06 12:45:19: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-87}
2022-07-06 12:45:21: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:45:21: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-76}
2022-07-06 12:45:21: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-82}
2022-07-06 12:45:22: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-06 12:45:22: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:45:24: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-88}
2022-07-06 12:45:26: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-30}
2022-07-06 12:45:28: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:45:28: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-82}
2022-07-06 12:45:30: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-30}
2022-07-06 12:45:30: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-78}
2022-07-06 12:45:30: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-89}
2022-07-06 12:45:32: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:45:32: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-81}
2022-07-06 12:45:32: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-87}
2022-07-06 12:45:32: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-93}
2022-07-06 12:45:34: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-34}
2022-07-06 12:45:36: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:45:36: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-80}
2022-07-06 12:45:36: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-83}
2022-07-06 12:45:36: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-88}
2022-07-06 12:45:38: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:45:39: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-35}
2022-07-06 12:45:39: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-82}
2022-07-06 12:45:39: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:45:41: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-35}
2022-07-06 12:45:41: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-83}
2022-07-06 12:45:41: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-87}
2022-07-06 12:45:43: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:45:43: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-80}
2022-07-06 12:45:43: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-87}
2022-07-06 12:45:45: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-35}
2022-07-06 12:45:45: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-82}
2022-07-06 12:45:47: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:45:49: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-06 12:45:49: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-84}
2022-07-06 12:45:49: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-86}
2022-07-06 12:45:49: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-88}
2022-07-06 12:45:51: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-06 12:45:53: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-36}
2022-07-06 12:45:53: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-87}
2022-07-06 12:45:54: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-34}
2022-07-06 12:45:54: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-88}
2022-07-06 12:45:58: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-77}
2022-07-06 12:45:58: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-81}
2022-07-06 12:46:00: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-06 12:46:00: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-87}
2022-07-06 12:46:02: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-35}
2022-07-06 12:46:02: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-81}
2022-07-06 12:46:02: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-87}
2022-07-06 12:46:04: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:46:04: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-77}
2022-07-06 12:46:04: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-89}
2022-07-06 12:46:04: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-90}
2022-07-06 12:46:06: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:46:06: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-84}
2022-07-06 12:46:06: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-89}
2022-07-06 12:46:08: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-39}
2022-07-06 12:46:09: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-91}
2022-07-06 12:46:11: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:46:11: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-86}
2022-07-06 12:46:11: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-88}
2022-07-06 12:46:13: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-35}
2022-07-06 12:46:13: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-87}
2022-07-06 12:46:15: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-82}
2022-07-06 12:46:17: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-35}
2022-07-06 12:46:17: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-82}
2022-07-06 12:46:17: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-86}
2022-07-06 12:46:17: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-88}
2022-07-06 12:46:22: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:46:22: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-90}
2022-07-06 12:46:24: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:46:24: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-78}
2022-07-06 12:46:26: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:46:26: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-84}
2022-07-06 12:46:26: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-84}
2022-07-06 12:46:26: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-88}
2022-07-06 12:46:28: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-34}
2022-07-06 12:46:28: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-77}
2022-07-06 12:46:28: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-88}
2022-07-06 12:46:30: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-37}
2022-07-06 12:46:32: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:46:34: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-37}
2022-07-06 12:46:34: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-83}
2022-07-06 12:46:35: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:46:37: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-42}
2022-07-06 12:46:37: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:46:39: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-06 12:46:41: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-34}
2022-07-06 12:46:41: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-87}
2022-07-06 12:46:47: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-35}
2022-07-06 12:46:47: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-88}
2022-07-06 12:46:49: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:46:50: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:46:52: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-35}
2022-07-06 12:46:54: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-06 12:46:54: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-87}
2022-07-06 12:46:56: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-06 12:46:56: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-81}
2022-07-06 12:46:56: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-88}
2022-07-06 12:46:58: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:46:58: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-86}
2022-07-06 12:47:00: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:47:00: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-78}
2022-07-06 12:47:00: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-87}
2022-07-06 12:47:02: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:47:05: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-06 12:47:05: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-85}
2022-07-06 12:47:07: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:47:07: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-85}
2022-07-06 12:47:09: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-77}
2022-07-06 12:47:11: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-06 12:47:13: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-06 12:47:16: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-39}
2022-07-06 12:47:18: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-06 12:47:18: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-89}
2022-07-06 12:47:22: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-34}
2022-07-06 12:47:24: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-35}
2022-07-06 12:47:26: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:47:28: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-35}
2022-07-06 12:47:29: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-35}
2022-07-06 12:47:29: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-84}
2022-07-06 12:47:31: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-39}
2022-07-06 12:47:31: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-78}
2022-07-06 12:47:33: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-35}
2022-07-06 12:47:35: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-35}
