Testing SD card write operations: 2022-06-04 21:40:45
2022-06-04 21:58:23: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-69}
2022-06-04 21:58:24: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-64}
2022-06-04 21:58:26: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-61}
2022-06-04 21:58:28: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-72}
2022-06-04 21:58:30: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-43}
2022-06-04 21:58:32: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-44}
2022-06-04 21:58:34: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-53}
2022-06-04 21:58:36: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-69}
2022-06-04 21:58:37: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-69}
2022-06-04 21:58:39: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-61}
2022-06-04 21:58:41: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-63}
2022-06-04 21:58:43: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-72}
2022-06-04 21:58:45: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-62}
2022-06-04 21:58:47: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-68}
2022-06-04 21:58:48: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-61}
2022-06-04 21:58:50: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-68}
2022-06-04 21:58:52: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-64}
2022-06-04 21:58:54: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-74}
2022-06-04 21:58:56: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-60}
2022-06-04 21:58:56: {'ssid':'P73', 'bssid':'d8281beddf407ed2148f3dfce065fcdcba087f5af4f3b7512b888e5d', 'sec':3, 'channel':12, 'rssi':-93}
2022-06-04 21:58:56: {'ssid':'P74', 'bssid':'00c5cac62d97dc4994ef6a0a5f01225e76289e32a19a542ab8cca45b', 'sec':0, 'channel':12, 'rssi':-96}
2022-06-04 21:58:58: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-68}
2022-06-04 21:59:00: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-57}
2022-06-04 21:59:01: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-74}
2022-06-04 21:59:03: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-67}
2022-06-04 21:59:05: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-74}
2022-06-04 21:59:07: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-56}
2022-06-04 21:59:09: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-80}
2022-06-04 21:59:11: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-66}
2022-06-04 21:59:13: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-62}
2022-06-04 21:59:14: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-70}
2022-06-04 21:59:16: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-64}
2022-06-04 21:59:18: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-74}
2022-06-04 21:59:20: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-63}
2022-06-04 21:59:22: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-75}
2022-06-04 21:59:24: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-70}
2022-06-04 21:59:25: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-63}
2022-06-04 21:59:27: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-72}
2022-06-04 21:59:29: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-68}
2022-06-04 21:59:31: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-60}
2022-06-04 21:59:33: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-69}
2022-06-04 21:59:33: {'ssid':'P73', 'bssid':'d8281beddf407ed2148f3dfce065fcdcba087f5af4f3b7512b888e5d', 'sec':3, 'channel':12, 'rssi':-87}
2022-06-04 21:59:33: {'ssid':'P74', 'bssid':'00c5cac62d97dc4994ef6a0a5f01225e76289e32a19a542ab8cca45b', 'sec':0, 'channel':12, 'rssi':-87}
2022-06-04 21:59:35: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-66}
2022-06-04 21:59:37: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-76}
2022-06-04 21:59:37: {'ssid':'P75', 'bssid':'d0bd5729fd60166f807a722a48d4c8b1e744754ce88fdbfc724766fb', 'sec':3, 'channel':8, 'rssi':-93}
2022-06-04 21:59:38: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-58}
2022-06-04 21:59:40: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-68}
2022-06-04 21:59:44: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-61}
2022-06-04 21:59:46: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-71}
2022-06-04 21:59:48: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-67}
2022-06-04 21:59:49: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-69}
2022-06-04 21:59:51: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-71}
2022-06-04 21:59:53: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-76}
2022-06-04 21:59:53: {'ssid':'P76', 'bssid':'63e3c96c43ca5430b004cdf5cb0a595f421dbfae3ab6a8acfb25dc84', 'sec':3, 'channel':1, 'rssi':-94}
2022-06-04 21:59:55: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-65}
2022-06-04 21:59:57: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-70}
2022-06-04 22:00:01: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-73}
2022-06-04 22:00:02: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-67}
2022-06-04 22:00:04: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-63}
2022-06-04 22:00:06: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-74}
2022-06-04 22:00:08: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-70}
2022-06-04 22:00:10: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-69}
2022-06-04 22:00:12: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-72}
2022-06-04 22:00:13: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-68}
2022-06-04 22:00:15: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-61}
2022-06-04 22:00:17: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-71}
2022-06-04 22:00:19: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-66}
2022-06-04 22:00:21: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-63}
2022-06-04 22:00:21: {'ssid':'P74', 'bssid':'00c5cac62d97dc4994ef6a0a5f01225e76289e32a19a542ab8cca45b', 'sec':0, 'channel':12, 'rssi':-84}
2022-06-04 22:00:21: {'ssid':'P73', 'bssid':'d8281beddf407ed2148f3dfce065fcdcba087f5af4f3b7512b888e5d', 'sec':3, 'channel':12, 'rssi':-85}
2022-06-04 22:00:23: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-76}
2022-06-04 22:00:25: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-60}
2022-06-04 22:00:26: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-61}
2022-06-04 22:00:28: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-74}
2022-06-04 22:00:30: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-70}
2022-06-04 22:00:32: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-68}
2022-06-04 22:00:34: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-70}
2022-06-04 22:00:36: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-68}
2022-06-04 22:00:37: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-71}
2022-06-04 22:00:39: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-60}
2022-06-04 22:00:41: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-74}
2022-06-04 22:00:43: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-70}
2022-06-04 22:00:45: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-62}
2022-06-04 22:00:49: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-72}
2022-06-04 22:00:49: {'ssid':'P75', 'bssid':'d0bd5729fd60166f807a722a48d4c8b1e744754ce88fdbfc724766fb', 'sec':3, 'channel':8, 'rssi':-91}
2022-06-04 22:00:51: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-62}
2022-06-04 22:00:54: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-63}
2022-06-04 22:00:54: {'ssid':'P77', 'bssid':'1fab72ae7347d8b70d8fb238a4f53907a90a3431b724f37ed65ad6a4', 'sec':3, 'channel':6, 'rssi':-93}
2022-06-04 22:00:54: {'ssid':'P78', 'bssid':'7d670b2103bf2e191042cc288d18e5c6efd14e7f8a3b2e3d0527c505', 'sec':5, 'channel':6, 'rssi':-93}
2022-06-04 22:00:54: {'ssid':'P71', 'bssid':'9785ec54f1bf1939328d14decac4ca2e9144c84a58aa8e6e9f547b85', 'sec':0, 'channel':6, 'rssi':-93}
2022-06-04 22:00:54: {'ssid':'P79', 'bssid':'41b8d219a07033a2546264a7b55b4aa4a7ad48cd4d3a5321dafafc65', 'sec':5, 'channel':6, 'rssi':-94}
2022-06-04 22:00:54: {'ssid':'P710', 'bssid':'f82f57a43bc87d8f53b45647bbfee4a96b1eaebc3e9ded7381cdcb50', 'sec':3, 'channel':6, 'rssi':-94}
2022-06-04 22:00:56: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-59}
2022-06-04 22:00:56: {'ssid':'P71', 'bssid':'9785ec54f1bf1939328d14decac4ca2e9144c84a58aa8e6e9f547b85', 'sec':0, 'channel':6, 'rssi':-92}
2022-06-04 22:00:56: {'ssid':'P77', 'bssid':'1fab72ae7347d8b70d8fb238a4f53907a90a3431b724f37ed65ad6a4', 'sec':3, 'channel':6, 'rssi':-93}
2022-06-04 22:00:56: {'ssid':'P79', 'bssid':'41b8d219a07033a2546264a7b55b4aa4a7ad48cd4d3a5321dafafc65', 'sec':5, 'channel':6, 'rssi':-94}
2022-06-04 22:00:56: {'ssid':'P78', 'bssid':'7d670b2103bf2e191042cc288d18e5c6efd14e7f8a3b2e3d0527c505', 'sec':5, 'channel':6, 'rssi':-94}
2022-06-04 22:00:56: {'ssid':'P710', 'bssid':'f82f57a43bc87d8f53b45647bbfee4a96b1eaebc3e9ded7381cdcb50', 'sec':3, 'channel':6, 'rssi':-96}
2022-06-04 22:00:58: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-70}
2022-06-04 22:01:00: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-68}
2022-06-04 22:01:02: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-62}
2022-06-04 22:01:04: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-67}
2022-06-04 22:01:05: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-71}
2022-06-04 22:01:07: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-72}
2022-06-04 22:01:09: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-71}
2022-06-04 22:01:11: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-74}
2022-06-04 22:01:13: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-70}
2022-06-04 22:01:15: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-71}
2022-06-04 22:01:17: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-69}
2022-06-04 22:01:18: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-72}
2022-06-04 22:01:20: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-60}
2022-06-04 22:01:22: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-69}
2022-06-04 22:01:24: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-66}
2022-06-04 22:01:24: {'ssid':'P75', 'bssid':'d0bd5729fd60166f807a722a48d4c8b1e744754ce88fdbfc724766fb', 'sec':3, 'channel':8, 'rssi':-86}
2022-06-04 22:01:26: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-63}
2022-06-04 22:01:28: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-74}
2022-06-04 22:01:29: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-74}
2022-06-04 22:01:31: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-61}
2022-06-04 22:01:33: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-74}
2022-06-04 22:01:33: {'ssid':'P75', 'bssid':'d0bd5729fd60166f807a722a48d4c8b1e744754ce88fdbfc724766fb', 'sec':3, 'channel':8, 'rssi':-84}
2022-06-04 22:01:35: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-62}
2022-06-04 22:01:37: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-68}
2022-06-04 22:01:41: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-66}
2022-06-04 22:01:41: {'ssid':'P71', 'bssid':'7892e6317cd821dc1b1a4116714af2e7e1f356be12d0e1e0a049dab0', 'sec':0, 'channel':11, 'rssi':-92}
2022-06-04 22:01:41: {'ssid':'P77', 'bssid':'3c212ad4c3508c7a84801a64c0612bebcaf486b7f2c8c9da4b11b210', 'sec':3, 'channel':11, 'rssi':-93}
2022-06-04 22:01:41: {'ssid':'P710', 'bssid':'676e1c35f8a2fc9ea20838ef0bc2b9fcbd58a12850f642cec69b0ee3', 'sec':3, 'channel':11, 'rssi':-93}
2022-06-04 22:01:41: {'ssid':'P75', 'bssid':'d0bd5729fd60166f807a722a48d4c8b1e744754ce88fdbfc724766fb', 'sec':3, 'channel':8, 'rssi':-94}
2022-06-04 22:01:42: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-66}
2022-06-04 22:01:44: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-76}
2022-06-04 22:01:46: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-61}
2022-06-04 22:01:48: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-59}
2022-06-04 22:01:48: {'ssid':'P75', 'bssid':'d0bd5729fd60166f807a722a48d4c8b1e744754ce88fdbfc724766fb', 'sec':3, 'channel':8, 'rssi':-94}
2022-06-04 22:01:50: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-75}
2022-06-04 22:01:52: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-58}
2022-06-04 22:01:54: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-63}
2022-06-04 22:01:55: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-63}
2022-06-04 22:01:57: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-69}
2022-06-04 22:01:59: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-64}
2022-06-04 22:02:01: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-64}
2022-06-04 22:02:03: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-61}
2022-06-04 22:02:05: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-60}
2022-06-04 22:02:06: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-61}
2022-06-04 22:02:08: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-74}
2022-06-04 22:02:10: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-58}
2022-06-04 22:02:10: {'ssid':'P75', 'bssid':'d0bd5729fd60166f807a722a48d4c8b1e744754ce88fdbfc724766fb', 'sec':3, 'channel':8, 'rssi':-91}
2022-06-04 22:02:12: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-61}
2022-06-04 22:02:14: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-63}
2022-06-04 22:02:16: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-59}
2022-06-04 22:02:21: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-74}
2022-06-04 22:02:21: {'ssid':'P77', 'bssid':'1fab72ae7347d8b70d8fb238a4f53907a90a3431b724f37ed65ad6a4', 'sec':3, 'channel':6, 'rssi':-92}
2022-06-04 22:02:21: {'ssid':'P710', 'bssid':'f82f57a43bc87d8f53b45647bbfee4a96b1eaebc3e9ded7381cdcb50', 'sec':3, 'channel':6, 'rssi':-92}
2022-06-04 22:02:21: {'ssid':'P78', 'bssid':'7d670b2103bf2e191042cc288d18e5c6efd14e7f8a3b2e3d0527c505', 'sec':5, 'channel':6, 'rssi':-93}
2022-06-04 22:02:21: {'ssid':'P71', 'bssid':'9785ec54f1bf1939328d14decac4ca2e9144c84a58aa8e6e9f547b85', 'sec':0, 'channel':6, 'rssi':-95}
2022-06-04 22:02:23: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-73}
2022-06-04 22:02:25: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-61}
