Testing SD card write operations: 2022-07-01 13:02:44
2022-07-01 13:07:11: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-01 13:07:11: {'ssid':'P534', 'bssid':'82a5f91907d9a86a774236e38fd8e7d08a6f06cbf4d8e5608e90b1e6', 'sec':3, 'channel':11, 'rssi':-87}
2022-07-01 13:07:13: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-45}
2022-07-01 13:07:13: {'ssid':'P536', 'bssid':'77b31425a345461f69a9a360e162d08f1464ffc7c0488cc8f28ee730', 'sec':3, 'channel':6, 'rssi':-69}
2022-07-01 13:07:13: {'ssid':'P535', 'bssid':'b3466de40515235beea9f2d2a0cc47914d1ad8840b641dbc33cb24e8', 'sec':4, 'channel':11, 'rssi':-74}
2022-07-01 13:07:13: {'ssid':'P538', 'bssid':'fd6eccb9fcfb9839309e0908b2cc75cbb0909c5dd595666856d01e5c', 'sec':4, 'channel':6, 'rssi':-82}
2022-07-01 13:07:13: {'ssid':'P510', 'bssid':'60512c05a28094d5c3514e9c3b7fe0fd2e7c82525db28ef5b32bfa7b', 'sec':0, 'channel':6, 'rssi':-91}
2022-07-01 13:07:13: {'ssid':'P58', 'bssid':'eec0002767acd50d7e67e76d331ff88e19e9d32d74b8e9c6b02ab6cc', 'sec':5, 'channel':6, 'rssi':-91}
2022-07-01 13:07:15: {'ssid':'P536', 'bssid':'77b31425a345461f69a9a360e162d08f1464ffc7c0488cc8f28ee730', 'sec':3, 'channel':6, 'rssi':-73}
2022-07-01 13:07:15: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-81}
2022-07-01 13:07:15: {'ssid':'P58', 'bssid':'eec0002767acd50d7e67e76d331ff88e19e9d32d74b8e9c6b02ab6cc', 'sec':5, 'channel':6, 'rssi':-90}
2022-07-01 13:07:15: {'ssid':'P538', 'bssid':'fd6eccb9fcfb9839309e0908b2cc75cbb0909c5dd595666856d01e5c', 'sec':4, 'channel':6, 'rssi':-93}
2022-07-01 13:07:15: {'ssid':'P539', 'bssid':'43f77d545cc773d15197247c9211f7820ac4f2a8272d139e50b7cfd8', 'sec':3, 'channel':11, 'rssi':-95}
2022-07-01 13:07:17: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-43}
2022-07-01 13:07:17: {'ssid':'P513', 'bssid':'34364517f580e197411337b8d9b58566faef92416125b8da1fef4fc4', 'sec':5, 'channel':11, 'rssi':-79}
2022-07-01 13:07:17: {'ssid':'P536', 'bssid':'77b31425a345461f69a9a360e162d08f1464ffc7c0488cc8f28ee730', 'sec':3, 'channel':6, 'rssi':-83}
2022-07-01 13:07:17: {'ssid':'P510', 'bssid':'60512c05a28094d5c3514e9c3b7fe0fd2e7c82525db28ef5b32bfa7b', 'sec':0, 'channel':6, 'rssi':-95}
2022-07-01 13:07:19: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-51}
2022-07-01 13:07:19: {'ssid':'P536', 'bssid':'77b31425a345461f69a9a360e162d08f1464ffc7c0488cc8f28ee730', 'sec':3, 'channel':6, 'rssi':-86}
2022-07-01 13:07:19: {'ssid':'P540', 'bssid':'9745fab6a5f65afbc0e0fd6dac5b1e24050c4a31380f36c8cf2858e6', 'sec':4, 'channel':1, 'rssi':-88}
2022-07-01 13:07:19: {'ssid':'P58', 'bssid':'eec0002767acd50d7e67e76d331ff88e19e9d32d74b8e9c6b02ab6cc', 'sec':5, 'channel':6, 'rssi':-88}
2022-07-01 13:07:19: {'ssid':'P541', 'bssid':'ce3cdbff795ff337e2f435a6b272ae981fea0cacf8e63f216c50bbb7', 'sec':4, 'channel':6, 'rssi':-88}
2022-07-01 13:07:19: {'ssid':'P510', 'bssid':'60512c05a28094d5c3514e9c3b7fe0fd2e7c82525db28ef5b32bfa7b', 'sec':0, 'channel':6, 'rssi':-89}
2022-07-01 13:07:21: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-55}
2022-07-01 13:07:21: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-80}
2022-07-01 13:07:21: {'ssid':'P535', 'bssid':'b3466de40515235beea9f2d2a0cc47914d1ad8840b641dbc33cb24e8', 'sec':4, 'channel':11, 'rssi':-87}
2022-07-01 13:07:21: {'ssid':'P542', 'bssid':'c766374b305856762d109f8f18ebd61457a8353570f368f5cde0207b', 'sec':4, 'channel':4, 'rssi':-90}
2022-07-01 13:07:23: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-46}
2022-07-01 13:07:23: {'ssid':'P542', 'bssid':'c766374b305856762d109f8f18ebd61457a8353570f368f5cde0207b', 'sec':4, 'channel':4, 'rssi':-85}
2022-07-01 13:07:23: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-88}
2022-07-01 13:07:23: {'ssid':'P513', 'bssid':'34364517f580e197411337b8d9b58566faef92416125b8da1fef4fc4', 'sec':5, 'channel':11, 'rssi':-91}
2022-07-01 13:07:23: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-93}
2022-07-01 13:07:23: {'ssid':'P544', 'bssid':'77944a706dd0cdd0d146f77938285ffa24941fbfe867ef44fe272977', 'sec':3, 'channel':9, 'rssi':-97}
2022-07-01 13:07:25: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-42}
2022-07-01 13:07:25: {'ssid':'P542', 'bssid':'c766374b305856762d109f8f18ebd61457a8353570f368f5cde0207b', 'sec':4, 'channel':4, 'rssi':-88}
2022-07-01 13:07:25: {'ssid':'P513', 'bssid':'34364517f580e197411337b8d9b58566faef92416125b8da1fef4fc4', 'sec':5, 'channel':11, 'rssi':-93}
2022-07-01 13:07:27: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-50}
2022-07-01 13:07:27: {'ssid':'P531', 'bssid':'278035dc0f702646649dff17a39fe544cab6a337dad1a7115124129b', 'sec':3, 'channel':6, 'rssi':-82}
2022-07-01 13:07:27: {'ssid':'P542', 'bssid':'c766374b305856762d109f8f18ebd61457a8353570f368f5cde0207b', 'sec':4, 'channel':4, 'rssi':-90}
2022-07-01 13:07:29: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-37}
2022-07-01 13:07:29: {'ssid':'P542', 'bssid':'c766374b305856762d109f8f18ebd61457a8353570f368f5cde0207b', 'sec':4, 'channel':4, 'rssi':-81}
2022-07-01 13:07:29: {'ssid':'P536', 'bssid':'77b31425a345461f69a9a360e162d08f1464ffc7c0488cc8f28ee730', 'sec':3, 'channel':6, 'rssi':-84}
2022-07-01 13:07:30: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-50}
2022-07-01 13:07:30: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-81}
2022-07-01 13:07:30: {'ssid':'P58', 'bssid':'f969f7a9e71ff44b57e706bd8ad08f45516fd269930eb719d329ec62', 'sec':5, 'channel':1, 'rssi':-87}
2022-07-01 13:07:30: {'ssid':'P545', 'bssid':'6ebf7e6d3ce6950af1cdb92b667c1edcf5a2ee32a97555b743c6c817', 'sec':4, 'channel':1, 'rssi':-91}
2022-07-01 13:07:32: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-56}
2022-07-01 13:07:32: {'ssid':'P536', 'bssid':'77b31425a345461f69a9a360e162d08f1464ffc7c0488cc8f28ee730', 'sec':3, 'channel':6, 'rssi':-84}
2022-07-01 13:07:32: {'ssid':'P546', 'bssid':'6e7177a6c379f82e690ac60c182262e65c17924ecacc727d86708135', 'sec':3, 'channel':6, 'rssi':-94}
2022-07-01 13:07:34: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-46}
2022-07-01 13:07:34: {'ssid':'P545', 'bssid':'6ebf7e6d3ce6950af1cdb92b667c1edcf5a2ee32a97555b743c6c817', 'sec':4, 'channel':1, 'rssi':-90}
2022-07-01 13:07:34: {'ssid':'P536', 'bssid':'77b31425a345461f69a9a360e162d08f1464ffc7c0488cc8f28ee730', 'sec':3, 'channel':6, 'rssi':-90}
2022-07-01 13:07:34: {'ssid':'P513', 'bssid':'34364517f580e197411337b8d9b58566faef92416125b8da1fef4fc4', 'sec':5, 'channel':11, 'rssi':-90}
2022-07-01 13:07:36: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-46}
2022-07-01 13:07:36: {'ssid':'P547', 'bssid':'ab5185e81da257e0bf10c77725062fed2008a4d8b84461b339ee6dfa', 'sec':2, 'channel':1, 'rssi':-88}
2022-07-01 13:07:36: {'ssid':'P542', 'bssid':'c766374b305856762d109f8f18ebd61457a8353570f368f5cde0207b', 'sec':4, 'channel':4, 'rssi':-91}
2022-07-01 13:07:36: {'ssid':'P537', 'bssid':'80ad26b77ae84f9f4d2f8131b0fca9b48b3442b0cd4716bbe0decbf5', 'sec':4, 'channel':6, 'rssi':-95}
2022-07-01 13:07:38: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-47}
2022-07-01 13:07:38: {'ssid':'P548', 'bssid':'12dd1d2e873b7c1ef050b90ce072e33258b2e52f4263d8c336cc6c74', 'sec':2, 'channel':7, 'rssi':-71}
2022-07-01 13:07:38: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-90}
2022-07-01 13:07:40: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-47}
2022-07-01 13:07:40: {'ssid':'P531', 'bssid':'278035dc0f702646649dff17a39fe544cab6a337dad1a7115124129b', 'sec':3, 'channel':6, 'rssi':-81}
2022-07-01 13:07:40: {'ssid':'P548', 'bssid':'12dd1d2e873b7c1ef050b90ce072e33258b2e52f4263d8c336cc6c74', 'sec':2, 'channel':7, 'rssi':-82}
2022-07-01 13:07:40: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-89}
2022-07-01 13:07:42: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-37}
2022-07-01 13:07:42: {'ssid':'P544', 'bssid':'77944a706dd0cdd0d146f77938285ffa24941fbfe867ef44fe272977', 'sec':3, 'channel':9, 'rssi':-95}
2022-07-01 13:07:42: {'ssid':'P549', 'bssid':'1caa8c687600f02dec3050f356e377114f9207317ee425a44fa72cde', 'sec':3, 'channel':11, 'rssi':-96}
2022-07-01 13:07:44: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-01 13:07:44: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-85}
2022-07-01 13:07:46: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-54}
2022-07-01 13:07:46: {'ssid':'P550', 'bssid':'4ed41c23da0cea0fde1a2e4390e3c1dd2be2e5487228b3880bf03864', 'sec':4, 'channel':1, 'rssi':-68}
2022-07-01 13:07:46: {'ssid':'P551', 'bssid':'4c30bf52da53a8561dd2e10d9597ed0581b31cbeda225b7a77cfad3a', 'sec':3, 'channel':11, 'rssi':-94}
2022-07-01 13:07:48: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-35}
2022-07-01 13:07:48: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-80}
2022-07-01 13:07:49: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-43}
2022-07-01 13:07:49: {'ssid':'P552', 'bssid':'3aa8666a5676f18af97dfc04ae7670337a9c6a72aa7c36f43baf4dba', 'sec':5, 'channel':11, 'rssi':-85}
2022-07-01 13:07:49: {'ssid':'P553', 'bssid':'059036070fa45ab3b65cb96915c3d105ff31ffb14438b64b03c82d67', 'sec':0, 'channel':11, 'rssi':-86}
2022-07-01 13:07:49: {'ssid':'P554', 'bssid':'7ee71ba24388d5104f23c7054ef3b9c98480619e3c92796271b1ab2e', 'sec':5, 'channel':11, 'rssi':-86}
2022-07-01 13:07:49: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-87}
2022-07-01 13:07:49: {'ssid':'P555', 'bssid':'6e61ba84a60d2eaf42b474bd099156d9cf86a24a2d37f509690a1ad9', 'sec':4, 'channel':11, 'rssi':-90}
2022-07-01 13:07:49: {'ssid':'P556', 'bssid':'eeacf6a8c73be84caca057d6c435b4244962c2d475ed8b59e3dc50c0', 'sec':4, 'channel':6, 'rssi':-91}
2022-07-01 13:07:49: {'ssid':'P58', 'bssid':'c9ab1c6680a701c76b1e96ed712eb0f017c42bdeac4974c4627b1032', 'sec':5, 'channel':11, 'rssi':-91}
2022-07-01 13:07:49: {'ssid':'P510', 'bssid':'50e10f06ade52f6d9a9232c891095f30cd49799f052552beeda82d83', 'sec':0, 'channel':11, 'rssi':-91}
2022-07-01 13:07:51: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-37}
2022-07-01 13:07:51: {'ssid':'P510', 'bssid':'50e10f06ade52f6d9a9232c891095f30cd49799f052552beeda82d83', 'sec':0, 'channel':11, 'rssi':-73}
2022-07-01 13:07:51: {'ssid':'P555', 'bssid':'6e61ba84a60d2eaf42b474bd099156d9cf86a24a2d37f509690a1ad9', 'sec':4, 'channel':11, 'rssi':-73}
2022-07-01 13:07:51: {'ssid':'P58', 'bssid':'c9ab1c6680a701c76b1e96ed712eb0f017c42bdeac4974c4627b1032', 'sec':5, 'channel':11, 'rssi':-74}
2022-07-01 13:07:51: {'ssid':'P557', 'bssid':'82ee39f083e7ef2364d8a1ec3e1b8e02b2b6ef41b311c5b948810a43', 'sec':5, 'channel':11, 'rssi':-88}
2022-07-01 13:07:51: {'ssid':'P552', 'bssid':'3aa8666a5676f18af97dfc04ae7670337a9c6a72aa7c36f43baf4dba', 'sec':5, 'channel':11, 'rssi':-89}
2022-07-01 13:07:51: {'ssid':'P554', 'bssid':'7ee71ba24388d5104f23c7054ef3b9c98480619e3c92796271b1ab2e', 'sec':5, 'channel':11, 'rssi':-89}
2022-07-01 13:07:51: {'ssid':'P553', 'bssid':'059036070fa45ab3b65cb96915c3d105ff31ffb14438b64b03c82d67', 'sec':0, 'channel':11, 'rssi':-90}
2022-07-01 13:07:51: {'ssid':'P558', 'bssid':'01b701561e2ef735bf3f2157396b7d7d21b0f56c4270bc020375a39a', 'sec':5, 'channel':11, 'rssi':-90}
2022-07-01 13:07:51: {'ssid':'P551', 'bssid':'4c30bf52da53a8561dd2e10d9597ed0581b31cbeda225b7a77cfad3a', 'sec':3, 'channel':11, 'rssi':-93}
2022-07-01 13:07:53: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-46}
2022-07-01 13:07:53: {'ssid':'P555', 'bssid':'6e61ba84a60d2eaf42b474bd099156d9cf86a24a2d37f509690a1ad9', 'sec':4, 'channel':11, 'rssi':-78}
2022-07-01 13:07:53: {'ssid':'P510', 'bssid':'50e10f06ade52f6d9a9232c891095f30cd49799f052552beeda82d83', 'sec':0, 'channel':11, 'rssi':-78}
2022-07-01 13:07:53: {'ssid':'P58', 'bssid':'c9ab1c6680a701c76b1e96ed712eb0f017c42bdeac4974c4627b1032', 'sec':5, 'channel':11, 'rssi':-79}
2022-07-01 13:07:55: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-48}
2022-07-01 13:07:55: {'ssid':'P559', 'bssid':'6c1f6697639ca96357902cc8cb50a6d2738d49c0409f5684822c6536', 'sec':3, 'channel':11, 'rssi':-82}
2022-07-01 13:07:55: {'ssid':'P552', 'bssid':'3aa8666a5676f18af97dfc04ae7670337a9c6a72aa7c36f43baf4dba', 'sec':5, 'channel':11, 'rssi':-83}
2022-07-01 13:07:55: {'ssid':'P553', 'bssid':'059036070fa45ab3b65cb96915c3d105ff31ffb14438b64b03c82d67', 'sec':0, 'channel':11, 'rssi':-83}
2022-07-01 13:07:55: {'ssid':'P554', 'bssid':'7ee71ba24388d5104f23c7054ef3b9c98480619e3c92796271b1ab2e', 'sec':5, 'channel':11, 'rssi':-83}
2022-07-01 13:07:55: {'ssid':'P558', 'bssid':'01b701561e2ef735bf3f2157396b7d7d21b0f56c4270bc020375a39a', 'sec':5, 'channel':11, 'rssi':-83}
2022-07-01 13:07:55: {'ssid':'P557', 'bssid':'82ee39f083e7ef2364d8a1ec3e1b8e02b2b6ef41b311c5b948810a43', 'sec':5, 'channel':11, 'rssi':-83}
2022-07-01 13:07:55: {'ssid':'P555', 'bssid':'6e61ba84a60d2eaf42b474bd099156d9cf86a24a2d37f509690a1ad9', 'sec':4, 'channel':11, 'rssi':-85}
2022-07-01 13:07:55: {'ssid':'P510', 'bssid':'50e10f06ade52f6d9a9232c891095f30cd49799f052552beeda82d83', 'sec':0, 'channel':11, 'rssi':-85}
2022-07-01 13:07:55: {'ssid':'P58', 'bssid':'c9ab1c6680a701c76b1e96ed712eb0f017c42bdeac4974c4627b1032', 'sec':5, 'channel':11, 'rssi':-86}
2022-07-01 13:07:55: {'ssid':'P560', 'bssid':'c50d52c0a10bf564d2254829b3c9572a73f91bf917ff50841fdf164e', 'sec':3, 'channel':6, 'rssi':-90}
2022-07-01 13:07:55: {'ssid':'P561', 'bssid':'b434df01ebf96438404839051a48091ce17a51013adbc226cd1ad584', 'sec':4, 'channel':11, 'rssi':-93}
2022-07-01 13:07:57: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-46}
2022-07-01 13:07:57: {'ssid':'P557', 'bssid':'82ee39f083e7ef2364d8a1ec3e1b8e02b2b6ef41b311c5b948810a43', 'sec':5, 'channel':11, 'rssi':-87}
2022-07-01 13:07:57: {'ssid':'P556', 'bssid':'eeacf6a8c73be84caca057d6c435b4244962c2d475ed8b59e3dc50c0', 'sec':4, 'channel':6, 'rssi':-88}
2022-07-01 13:07:57: {'ssid':'P552', 'bssid':'3aa8666a5676f18af97dfc04ae7670337a9c6a72aa7c36f43baf4dba', 'sec':5, 'channel':11, 'rssi':-88}
2022-07-01 13:07:57: {'ssid':'P553', 'bssid':'059036070fa45ab3b65cb96915c3d105ff31ffb14438b64b03c82d67', 'sec':0, 'channel':11, 'rssi':-88}
2022-07-01 13:07:57: {'ssid':'P558', 'bssid':'01b701561e2ef735bf3f2157396b7d7d21b0f56c4270bc020375a39a', 'sec':5, 'channel':11, 'rssi':-88}
2022-07-01 13:07:57: {'ssid':'P554', 'bssid':'7ee71ba24388d5104f23c7054ef3b9c98480619e3c92796271b1ab2e', 'sec':5, 'channel':11, 'rssi':-89}
2022-07-01 13:07:57: {'ssid':'P559', 'bssid':'6c1f6697639ca96357902cc8cb50a6d2738d49c0409f5684822c6536', 'sec':3, 'channel':11, 'rssi':-96}
2022-07-01 13:07:59: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-47}
2022-07-01 13:07:59: {'ssid':'P562', 'bssid':'1bf5aec4ebe2bf554c03b2e41684a1defaebd2ecba5a1ad2700ddb26', 'sec':4, 'channel':1, 'rssi':-85}
2022-07-01 13:07:59: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-88}
2022-07-01 13:07:59: {'ssid':'P556', 'bssid':'eeacf6a8c73be84caca057d6c435b4244962c2d475ed8b59e3dc50c0', 'sec':4, 'channel':6, 'rssi':-88}
2022-07-01 13:07:59: {'ssid':'P561', 'bssid':'b434df01ebf96438404839051a48091ce17a51013adbc226cd1ad584', 'sec':4, 'channel':11, 'rssi':-97}
2022-07-01 13:08:01: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-47}
2022-07-01 13:08:01: {'ssid':'P562', 'bssid':'1bf5aec4ebe2bf554c03b2e41684a1defaebd2ecba5a1ad2700ddb26', 'sec':4, 'channel':1, 'rssi':-76}
2022-07-01 13:08:03: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-48}
2022-07-01 13:08:03: {'ssid':'P562', 'bssid':'1bf5aec4ebe2bf554c03b2e41684a1defaebd2ecba5a1ad2700ddb26', 'sec':4, 'channel':1, 'rssi':-77}
2022-07-01 13:08:03: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-83}
2022-07-01 13:08:03: {'ssid':'P563', 'bssid':'f0aee44bccff5a5098502c9bc4d26ef85422a048b6ab7ac00c748814', 'sec':4, 'channel':6, 'rssi':-94}
2022-07-01 13:08:05: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-46}
2022-07-01 13:08:05: {'ssid':'P562', 'bssid':'1bf5aec4ebe2bf554c03b2e41684a1defaebd2ecba5a1ad2700ddb26', 'sec':4, 'channel':1, 'rssi':-81}
2022-07-01 13:08:05: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-87}
2022-07-01 13:08:07: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-34}
2022-07-01 13:08:07: {'ssid':'P562', 'bssid':'1bf5aec4ebe2bf554c03b2e41684a1defaebd2ecba5a1ad2700ddb26', 'sec':4, 'channel':1, 'rssi':-88}
2022-07-01 13:08:07: {'ssid':'P561', 'bssid':'b434df01ebf96438404839051a48091ce17a51013adbc226cd1ad584', 'sec':4, 'channel':11, 'rssi':-91}
2022-07-01 13:08:07: {'ssid':'P58', 'bssid':'6bb68c692982831465ac3a7eff0ba629b85ffc8dd20dc039c5c09468', 'sec':5, 'channel':6, 'rssi':-92}
2022-07-01 13:08:09: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-01 13:08:11: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-48}
2022-07-01 13:08:13: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-53}
2022-07-01 13:08:13: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-83}
2022-07-01 13:08:13: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-85}
2022-07-01 13:08:13: {'ssid':'P564', 'bssid':'5c9bc6160b3e29e21c2bfbbce63875ffa49da24d3a3d13fb889e2ad9', 'sec':3, 'channel':11, 'rssi':-85}
2022-07-01 13:08:13: {'ssid':'P565', 'bssid':'66949a9b0449684aa67a8486abc5336d2a40386017504e7e0182fe6c', 'sec':4, 'channel':1, 'rssi':-88}
2022-07-01 13:08:13: {'ssid':'P561', 'bssid':'b434df01ebf96438404839051a48091ce17a51013adbc226cd1ad584', 'sec':4, 'channel':11, 'rssi':-89}
2022-07-01 13:08:15: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-43}
2022-07-01 13:08:15: {'ssid':'P561', 'bssid':'b434df01ebf96438404839051a48091ce17a51013adbc226cd1ad584', 'sec':4, 'channel':11, 'rssi':-79}
2022-07-01 13:08:15: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-80}
2022-07-01 13:08:15: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-80}
2022-07-01 13:08:15: {'ssid':'P564', 'bssid':'5c9bc6160b3e29e21c2bfbbce63875ffa49da24d3a3d13fb889e2ad9', 'sec':3, 'channel':11, 'rssi':-85}
2022-07-01 13:08:15: {'ssid':'P563', 'bssid':'f0aee44bccff5a5098502c9bc4d26ef85422a048b6ab7ac00c748814', 'sec':4, 'channel':6, 'rssi':-89}
2022-07-01 13:08:15: {'ssid':'P566', 'bssid':'3af1d39bbb55d4ed2a1ae3ddfc5a5b2b0355b55d3e1dc4e99a03efee', 'sec':4, 'channel':1, 'rssi':-91}
2022-07-01 13:08:15: {'ssid':'P510', 'bssid':'9f88cc9c884b6d845f51ca499589ea27b7d03055a35706410edd8329', 'sec':0, 'channel':1, 'rssi':-91}
